row	occurrence_error	id	institutionID	datasetID	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
6026	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:80e40d180033298d068013294ada6b81	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:80e40d180033298d068013294ada6b81	11	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Coleofasciculaceae|SIO2C1|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.63	ASV:80e40d180033298d068013294ada6b81	Cyanobacteriales	Bacteria	Cyanobacteria	Cyanobacteriales	Cyanobacteriia					order	Domain = 'Bacteria'
5873	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:8382fac6d9acfd09e5e851feda3e9033	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:8382fac6d9acfd09e5e851feda3e9033	34	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Saprospiraceae|Lewinella|||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Saprospiraceae|Lewinella|cohaerens||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:8382fac6d9acfd09e5e851feda3e9033	Lewinella cohaerens	Bacteria	Bacteroidota	Chitinophagales	Bacteroidia	Saprospiraceae	Lewinella	cohaerens		species	Domain = 'Bacteria'
5938	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:847e03db42d89affadc34ff50262a672	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:847e03db42d89affadc34ff50262a672	14	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Yeosuana|||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:847e03db42d89affadc34ff50262a672	Flavobacteriaceae	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae				family	Domain = 'Bacteria'
5807	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:84d07b39422c15fcee187dc8f2002ffd	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:84d07b39422c15fcee187dc8f2002ffd	90	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Nostocaceae|Dolichospermum|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Nostocaceae|Dolichospermum|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:84d07b39422c15fcee187dc8f2002ffd	Dolichospermum	Bacteria	Cyanobacteria	Cyanobacteriales	Cyanobacteriia	Nostocaceae	Dolichospermum			genus	Domain = 'Bacteria'
5777	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:88e6446c09d3fe93253498a4d2f9a0c5	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:88e6446c09d3fe93253498a4d2f9a0c5	16	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Coleofasciculaceae|SIO2C1|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.55	ASV:88e6446c09d3fe93253498a4d2f9a0c5	Cyanobacteriales	Bacteria	Cyanobacteria	Cyanobacteriales	Cyanobacteriia					order	Domain = 'Bacteria'
6130	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:8b4b7202494c89eedeb72ffe39df6088	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:8b4b7202494c89eedeb72ffe39df6088	3	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria||||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:8b4b7202494c89eedeb72ffe39df6088	Gammaproteobacteria	Bacteria	Proteobacteria		Gammaproteobacteria					class	Domain = 'Bacteria'
5809	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:8d2cbd88b88ad98186fe6d2f76fb8476	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:8d2cbd88b88ad98186fe6d2f76fb8476	4	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Roseomonas|||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:8d2cbd88b88ad98186fe6d2f76fb8476	Acetobacteraceae	Bacteria	Proteobacteria	Acetobacterales	Alphaproteobacteria	Acetobacteraceae				family	Domain = 'Bacteria'
6014	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:8ddfd2cef80a562a1e866f8b6e60d68b	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:8ddfd2cef80a562a1e866f8b6e60d68b	97	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Coleofasciculaceae|SIO2C1|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.58	ASV:8ddfd2cef80a562a1e866f8b6e60d68b	Cyanobacteriales	Bacteria	Cyanobacteria	Cyanobacteriales	Cyanobacteriia					order	Domain = 'Bacteria'
5789	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:8f51cc3d58c7feb39eaea58e4b6282e8	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:8f51cc3d58c7feb39eaea58e4b6282e8	955	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:8f51cc3d58c7feb39eaea58e4b6282e8	Flavobacteriaceae	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae				family	Domain = 'Bacteria'
5907	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:9143ae62a5d948794d4117a500107836	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:9143ae62a5d948794d4117a500107836	13	DNA sequence reads	By data provider: Unassigned||||||||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:9143ae62a5d948794d4117a500107836	Alphaproteobacteria	Bacteria	Proteobacteria		Alphaproteobacteria					class	Domain = 'Bacteria'
5841	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:91817edabd5d2aeddb1fa1507a0bcf3b	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:91817edabd5d2aeddb1fa1507a0bcf3b	33	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:91817edabd5d2aeddb1fa1507a0bcf3b	Brevundimonas	Bacteria	Proteobacteria	Caulobacterales	Alphaproteobacteria	Caulobacteraceae	Brevundimonas			genus	Domain = 'Bacteria'
5977	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:92b26d36476df031520bdcf141010e6c	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:92b26d36476df031520bdcf141010e6c	14	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:92b26d36476df031520bdcf141010e6c	Flavobacteriaceae	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae				family	Domain = 'Bacteria'
6076	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:930f5b811d7a03bbf45184e1d3e2d676	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:930f5b811d7a03bbf45184e1d3e2d676	10	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia||||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:930f5b811d7a03bbf45184e1d3e2d676	Bacteroidia	Bacteria	Bacteroidota		Bacteroidia					class	Domain = 'Bacteria'
5945	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:93eec1dbb59640e361197e8322661ebb	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:93eec1dbb59640e361197e8322661ebb	9	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Alphaproteobacteria||||||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:93eec1dbb59640e361197e8322661ebb	Alphaproteobacteria	Bacteria	Proteobacteria		Alphaproteobacteria					class	Domain = 'Bacteria'
6247	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:967422e1473eca11c9b2bb989c6cabe4	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:967422e1473eca11c9b2bb989c6cabe4	4	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia||||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:967422e1473eca11c9b2bb989c6cabe4	Bacteroidia	Bacteria	Bacteroidota		Bacteroidia					class	Domain = 'Bacteria'
5740	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:96ff11f3fbe3bfe47f11753d3615eff9	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:96ff11f3fbe3bfe47f11753d3615eff9	10	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Saprospiraceae||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Saprospiraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:96ff11f3fbe3bfe47f11753d3615eff9	Saprospiraceae	Bacteria	Bacteroidota	Chitinophagales	Bacteroidia	Saprospiraceae				family	Domain = 'Bacteria'
6277	Potential duplicate record	KTH-2013-Baltic-16S:16S_21:9823a08a9007207b16b68233605cc404	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_21:9823a08a9007207b16b68233605cc404	1	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202036	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724533	KTH-2013-Baltic-16S:16S_21	2013-07-19T10:42	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	88591	DNA sequence reads	Kattegat	3	3	56.664	11.822	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:9823a08a9007207b16b68233605cc404	Flavobacteriaceae	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae				family	Domain = 'Bacteria'
