row	occurrence_error	id	institutionID	datasetID	institutionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
3561	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:20354c50a6ae82dbbe93dcc08b4b467e	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:20354c50a6ae82dbbe93dcc08b4b467e	5	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Choreotrichida|Strobilidiidae_B|Strobilidiidae_B_X|Strobilidiidae_B_X_sp.||; By ASV portal: TSAR|Alveolata|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:20354c50a6ae82dbbe93dcc08b4b467e	Strobilidiidae_X	Choreotrichida	Spirotrichea	Strobilidiidae	Strobilidiidae_X			genus	Domain = 'Eukaryota'
3719	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:2403218e48886c50bd0b354947d0f28a	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:2403218e48886c50bd0b354947d0f28a	16	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-4|Dino-Group-I-Clade-4_X|||; By ASV portal: TSAR|Alveolata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-4|Dino-Group-I-Clade-4_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:2403218e48886c50bd0b354947d0f28a	Dino-Group-I-Clade-4_X	Dino-Group-I	Syndiniales	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X			genus	Domain = 'Eukaryota'
3640	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:2ac8c5eff653bd8a9c947fd6b9693368	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:2ac8c5eff653bd8a9c947fd6b9693368	290	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_Clade-C|Chrysophyceae_Clade-C_X|Chrysophyceae_Clade-C_X_sp.||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Ochromonadales|Ochromonadales_X|Ochromonadales_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:2ac8c5eff653bd8a9c947fd6b9693368	Ochromonadales_XX	Ochromonadales	Chrysophyceae	Ochromonadales_X	Ochromonadales_XX			genus	Domain = 'Eukaryota'
3598	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:2c0a4cb2de3bbc593194905abb41cbaf	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:2c0a4cb2de3bbc593194905abb41cbaf	102	DNA sequence reads	By data provider: Archaeplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonadales_X|Chlamydomonas|||; By ASV portal: Archaeplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonadales_X|Chlamydomonas|raudensis||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:2c0a4cb2de3bbc593194905abb41cbaf	Chlamydomonas raudensis	Chlamydomonadales	Chlorophyceae	Chlamydomonadales_X	Chlamydomonas	raudensis		species	Domain = 'Eukaryota'
3540	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:308129f6e8db18cb9df679fdf989b77f	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:308129f6e8db18cb9df679fdf989b77f	2980	DNA sequence reads	By data provider: Stramenopiles|Sagenista|Labyrinthulomycetes|Labyrinthulida|Labyrinthulaceae|Aplanochytrium|Aplanochytrium_sp.||; By ASV portal: TSAR|Stramenopiles|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Aplanochytrium|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:308129f6e8db18cb9df679fdf989b77f	Aplanochytrium	Labyrinthulomycetes	Sagenista	Labyrinthulaceae	Aplanochytrium			genus	Domain = 'Eukaryota'
3744	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:30c52b189f2ee492c5585140302966da	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:30c52b189f2ee492c5585140302966da	13	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Choreotrichida|Strobilidiidae_F|Strobilidiidae_F_X|Strobilidiidae_F_X_sp.||; By ASV portal: TSAR|Alveolata|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:30c52b189f2ee492c5585140302966da	Strobilidiidae_X	Choreotrichida	Spirotrichea	Strobilidiidae	Strobilidiidae_X			genus	Domain = 'Eukaryota'
3852	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:37e25e1928cfab29d2e47c3fc5b418b9	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:37e25e1928cfab29d2e47c3fc5b418b9	11	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Dinophyceae||||||; By ASV portal: TSAR|Alveolata|Dinophyceae||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:37e25e1928cfab29d2e47c3fc5b418b9	Dinophyceae		Dinophyceae					class	Domain = 'Eukaryota'
3635	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:38a093fce0a40a652632000615bf7ae5	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:38a093fce0a40a652632000615bf7ae5	307	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:38a093fce0a40a652632000615bf7ae5	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
3705	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:38defff7ba767cc17ac3a6ed9ab3b5f5	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:38defff7ba767cc17ac3a6ed9ab3b5f5	52	DNA sequence reads	By data provider: ||||||||; By ASV portal: TSAR|Alveolata|Dinophyceae|Gymnodiniales|Gymnodiniales_X|Grammatodinium|tongyeonginum||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:38defff7ba767cc17ac3a6ed9ab3b5f5	Grammatodinium tongyeonginum	Gymnodiniales	Dinophyceae	Gymnodiniales_X	Grammatodinium	tongyeonginum		species	Domain = 'Eukaryota'
3515	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:3f4c241d099c3ae6d65ddd0e662fe351	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:3f4c241d099c3ae6d65ddd0e662fe351	338	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Filosa-Thecofilosea|Ebriida|Ebriidae|Ebria|Ebria_tripartita||; By ASV portal: TSAR|Rhizaria|Filosa-Thecofilosea|Ebriacea|Ebriidae|Ebria|tripartita||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy:addSpecies annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:3f4c241d099c3ae6d65ddd0e662fe351	Ebria tripartita	Ebriacea	Filosa-Thecofilosea	Ebriidae	Ebria	tripartita		species	Domain = 'Eukaryota'
3883	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:415a8f4f4a6efedce420e3c2253daeed	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:415a8f4f4a6efedce420e3c2253daeed	4	DNA sequence reads	By data provider: Opisthokonta|Fungi|Cryptomycota|Cryptomycotina|Cryptomycotina_X|Cryptomycotina_XX|||; By ASV portal: Obazoa|Opisthokonta|Rozellomycota|Rozellomycota_X|Rozellomycota_XX|Rozellomycota_XXX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:415a8f4f4a6efedce420e3c2253daeed	Rozellomycota_XXX	Rozellomycota_X	Rozellomycota	Rozellomycota_XX	Rozellomycota_XXX			genus	Domain = 'Eukaryota'
3516	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:43e9fb12386096f5043a5842e307da2a	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:43e9fb12386096f5043a5842e307da2a	77	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|||; By ASV portal: TSAR|Alveolata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:43e9fb12386096f5043a5842e307da2a	Dino-Group-I-Clade-1_X	Dino-Group-I	Syndiniales	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X			genus	Domain = 'Eukaryota'
3632	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:44a4df4edbf488816356e4ec21c31f15	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:44a4df4edbf488816356e4ec21c31f15	674	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.||; By ASV portal: TSAR|Alveolata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:44a4df4edbf488816356e4ec21c31f15	Dino-Group-I-Clade-1_X	Dino-Group-I	Syndiniales	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X			genus	Domain = 'Eukaryota'
3743	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:46b9bdc2d5eb660cc53a3ee01028356d	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:46b9bdc2d5eb660cc53a3ee01028356d	127	DNA sequence reads	By data provider: Stramenopiles|Sagenista|Labyrinthulomycetes|Labyrinthulida|Labyrinthulaceae|Aplanochytrium|Aplanochytrium_sp.||; By ASV portal: TSAR|Stramenopiles|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Aplanochytrium|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:46b9bdc2d5eb660cc53a3ee01028356d	Aplanochytrium	Labyrinthulomycetes	Sagenista	Labyrinthulaceae	Aplanochytrium			genus	Domain = 'Eukaryota'
3612	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:4988264782a416f1c2e2aaa0dad59b38	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:4988264782a416f1c2e2aaa0dad59b38	12	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|Pedinellales_X_sp.||; By ASV portal: TSAR|Stramenopiles|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4988264782a416f1c2e2aaa0dad59b38	Pedinellales_X	Dictyochophyceae_X	Dictyochophyceae	Pedinellales	Pedinellales_X			genus	Domain = 'Eukaryota'
3747	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:4d7200bdac396b4af0ea3ef8e900fc79	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:4d7200bdac396b4af0ea3ef8e900fc79	120	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Filosa-Thecofilosea|Filosa-Thecofilosea_X|Mataza-lineage|Mataza-lineage_X|||; By ASV portal: TSAR|Rhizaria|Filosa-Thecofilosea|Filosa-Thecofilosea_X|Mataza-lineage|Mataza-lineage_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4d7200bdac396b4af0ea3ef8e900fc79	Mataza-lineage_X	Filosa-Thecofilosea_X	Filosa-Thecofilosea	Mataza-lineage	Mataza-lineage_X			genus	Domain = 'Eukaryota'
3720	Potential duplicate record	KTH-2013-Baltic-18S:18S_20:4d97ace2205de0c2b9cb9abc6e777f97	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_20:4d97ace2205de0c2b9cb9abc6e777f97	42	DNA sequence reads	By data provider: Archaeplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Chlorellales_X|Picochlorum|||; By ASV portal: Archaeplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Chlorellales_X|Picochlorum|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202056	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724553	KTH-2013-Baltic-18S:18S_20	2013-07-18T10:37	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	84963	DNA sequence reads	Arkona Basin	3	3	54.259	11.514	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4d97ace2205de0c2b9cb9abc6e777f97	Picochlorum	Chlorellales	Trebouxiophyceae	Chlorellales_X	Picochlorum			genus	Domain = 'Eukaryota'
