row	coordinates_error	minimumDepthInMeters_error	maximumDepthInMeters_error	eventID	samplingProtocol	eventRemarks	locality	eventDate	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	dynamicProperties	sampleSizeValue	sampleSizeUnit	materialSampleID	parentEventID
198	Coordinates are located on land			MGYA00593978	NPL022	OSD2014 PORTUGAL MAINLAND	North Atlantic Ocean	2014-06-20	0	0	38.7573	-8.9663	{"temperature":"20.1","project name":"Micro B3","geographic location (longitude)":"-8.966333","collection date":"2014-06-20","environment (biome)":"ENVO:01000020","environment (feature)":"ENVO:00002042","environment (material)":"ENVO.00002150","environmental package":"water","salinity":"30.0","geographic location (latitude)":"38.757282","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD108,Alcochete","event date/time":"2014-06-20T11:40:00+00","event_device":"ACID WASHED RECIPIENT","latitude end":"38.757283","latitude start":"38.757283","longitude end":"-8.966333","longitude start":"-8.966333","sample_title":"OSD108_2014-06-20_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Ground","sampling_objective":"OSD2014 PORTUGAL MAINLAND"}	30211	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667557	
210	Coordinates are located on land	Depth value (1) is greater than the value found in the bathymetry raster (depth=-848.0, margin=150)	Depth value (1) is greater than the value found in the bathymetry raster (depth=-848.0, margin=150)	MGYA00593990	NPL022	Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration	Greenland Sea	2014-06-21	1	1	66.0069	-18.1965	{"temperature":"12.2","project name":"Micro B3","geographic location (longitude)":"-18.19653","collection date":"2014-06-21","environment (biome)":"ENVO:00000039","environment (feature)":"ENVO:00002002","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"42.3","geographic location (latitude)":"66.00691","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD126,Eyafjordur_1","event date/time":"2014-06-21T12:15:00+00","event_device":"Nissan Bottles 1.6 L","latitude end":"66.00659","latitude start":"66.00691","longitude end":"-18.19753","longitude start":"-18.19653","sample_title":"OSD126_2014-06-21_1m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Research Vessel Einari Nesi","sampling_objective":"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration"}	38589	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667539	
211	Coordinates are located on land	Depth value (10) is greater than the value found in the bathymetry raster (depth=-848.0, margin=150)	Depth value (10) is greater than the value found in the bathymetry raster (depth=-848.0, margin=150)	MGYA00593991	NPL022	Ocean water in 10 m depth for comparison with same location at 1 m	Greenland Sea	2014-06-21	10	10	66.0078	-18.1953	{"temperature":"11.24","project name":"Micro B3","geographic location (longitude)":"-18.19531","collection date":"2014-06-21","environment (biome)":"ENVO:00000039","environment (feature)":"ENVO:00002151","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"59.7","geographic location (latitude)":"66.00776","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD127,Eyafjordur_2","event date/time":"2014-06-21T11:43:00+00","event_device":"Niskin Bottles 1.6 L","latitude end":"66.00696","latitude start":"66.00776","longitude end":"-18.19041","longitude start":"-18.19531","sample_title":"OSD127_2014-06-21_10m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Research vessel Einari Nesi","sampling_objective":"Ocean water in 10 m depth for comparison with same location at 1 m"}	34458	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667538	
212	Coordinates are located on land	Depth value (10) is greater than the value found in the bathymetry raster (depth=-848.0, margin=150)	Depth value (10) is greater than the value found in the bathymetry raster (depth=-848.0, margin=150)	MGYA00593992	NPL022	Ocean water in 10 m depth for comparison with same location at 1 m	Greenland Sea	2014-06-21	10	10	66.0078	-18.1953	{"temperature":"11.24","project name":"Micro B3","geographic location (longitude)":"-18.19531","collection date":"2014-06-21","environment (biome)":"ENVO:00000039","environment (feature)":"ENVO:00002151","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"59.7","geographic location (latitude)":"66.00776","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD127,Eyafjordur_2","event date/time":"2014-06-21T11:43:00+00","event_device":"Niskin Bottles 1.6 L","latitude end":"66.00696","latitude start":"66.00776","longitude end":"-18.19041","longitude start":"-18.19531","sample_title":"OSD127_2014-06-21_10m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Research vessel Einari Nesi","sampling_objective":"Ocean water in 10 m depth for comparison with same location at 1 m"}	24963	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667538	
213	Coordinates are located on land	Depth value (1) is greater than the value found in the bathymetry raster (depth=-345.0, margin=150)	Depth value (1) is greater than the value found in the bathymetry raster (depth=-345.0, margin=150)	MGYA00593993	NPL022	Eyjafjordur, Akureyri, Iceland	Greenland Sea	2014-06-21	1	1	65.4886	-18.0608	{"temperature":"12.0","project name":"Micro B3","geographic location (longitude)":"-18.0608","collection date":"2014-06-21","environment (biome)":"ENVO:00000039","environment (feature)":"ENVO:00002042","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"14.0","geographic location (latitude)":"65.4886","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD128,Eyafjordur_3","event date/time":"2014-06-21T17:05:00+00","event_device":"Nissan bottles 1.6 L","latitude end":"65.4877","latitude start":"65.4886","longitude end":"-18.06032","longitude start":"-18.06080","sample_title":"OSD128_2014-06-21_1m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Research vessel Einari Nesi","sampling_objective":"Eyjafjordur, Akureyri, Iceland"}	66807	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667537	
216	Coordinates are located on land			MGYA00593996	NPL022	OSD sampling day	Mediterranean Sea - Eastern Basin	2014-06-22	0.5	0.5	32.0694	34.843	{"temperature":"27.3","project name":"Micro B3","geographic location (longitude)":"34.843","collection date":"2014-06-22","environment (biome)":"Mediterranean Sea:","environment (feature)":"ultra oligotropic","environment (material)":"vv","environmental package":"water","salinity":"39.35","geographic location (latitude)":"32.0694","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD132,Sdot YAM","event date/time":"2014-06-22T10:45:00+00","event_device":"pump","latitude end":"32.0694","latitude start":"32.0694","longitude end":"34.8430","longitude start":"34.8430","sample_title":"OSD132_2014-06-22_0.5m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"deck beach","sampling_objective":"OSD sampling day"}	18071	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667533	
223	Coordinates are located on land			MGYA00594003	NPL022	Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index	North Atlantic Ocean	2014-06-21	1	1	31.9828	-81.0167	{"temperature":"30.79","project name":"Micro B3","geographic location (longitude)":"-81.01667","collection date":"2014-06-21","environment (biome)":"Estuary","environment (feature)":"Subtropical","environment (material)":"Water","environmental package":"water","salinity":"26.58","geographic location (latitude)":"31.98282","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD143,Skidaway Institute of Oceanography","event date/time":"2014-06-21T13:45:00+00","event_device":"Permanent dock, Skidaway Institute of Oceanography Main Dock","latitude end":"31.982820","latitude start":"31.982820","longitude end":"-81.01667","longitude start":"-81.01667","sample_title":"OSD143_2014-06-21_1m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Long-term observation of a subtropical estuary in Southeastern US. Objective is to detect trends attributable to human activity and climate variability.","sampling_objective":"Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index"}	38654	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667523	
224	Coordinates are located on land			MGYA00594004	NPL022	Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index	North Atlantic Ocean	2014-06-21	1	1	31.9828	-81.0167	{"temperature":"30.79","project name":"Micro B3","geographic location (longitude)":"-81.01667","collection date":"2014-06-21","environment (biome)":"Estuary","environment (feature)":"Subtropical","environment (material)":"Water","environmental package":"water","salinity":"26.58","geographic location (latitude)":"31.98282","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD143,Skidaway Institute of Oceanography","event date/time":"2014-06-21T13:45:00+00","event_device":"Permanent dock, Skidaway Institute of Oceanography Main Dock","latitude end":"31.982820","latitude start":"31.982820","longitude end":"-81.01667","longitude start":"-81.01667","sample_title":"OSD143_2014-06-21_1m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Long-term observation of a subtropical estuary in Southeastern US. Objective is to detect trends attributable to human activity and climate variability.","sampling_objective":"Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index"}	42538	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667523	
229	Coordinates are located on land			MGYA00594009	NPL022	To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.	Bay of Bengal	2014-06-21	0	0	8.5216	81.0521	{"temperature":"28.8","project name":"Micro B3","geographic location (longitude)":"81.0521","collection date":"2014-06-21","environment (biome)":"ENVO:00000447","environment (feature)":"ENVO:00000569","environment (material)":"ENVO:00002042","environmental package":"water","salinity":"33.0","geographic location (latitude)":"8.5216","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD147,Rajarata","event date/time":"2014-06-21T11:03:00+00","event_device":"10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature.  Refractometer used to measure salinity","latitude end":"8.5216","latitude start":"8.5216","longitude end":"81.0521","longitude start":"81.0521","sample_title":"OSD147_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.","sampling_objective":"To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies."}	44632	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667519	
232	Coordinates are located on land			MGYA00594012	NPL022	Participate at OSD june 2014	South Atlantic Ocean	2014-06-21	0	0	-34.37	-54.16	{"temperature":"10.98","project name":"Micro B3","geographic location (longitude)":"-54.16","collection date":"2014-06-21","environment (biome)":"costal lagoon periodicay coneccted to the Atlantic Ocean","environment (feature)":"ENVO:00002042","environment (material)":"ENVO:00002042","environmental package":"water","salinity":"14.3","geographic location (latitude)":"-34.37","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD149,Laguna Rocha Norte","event date/time":"2014-06-21T11:40:00+00","event_device":"Acid rinsed plastic Carboys","latitude end":"-34.37","latitude start":"-34.37","longitude end":"-54.16","longitude start":"-54.16","sample_title":"OSD149_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Zodiac, carboys","sampling_objective":"Participate at OSD june 2014"}	34890	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667517	
233	Coordinates are located on land			MGYA00594013	NPL022	Participate at OSD june 2014	South Atlantic Ocean	2014-06-21	0	0	-34.37	-54.16	{"temperature":"10.98","project name":"Micro B3","geographic location (longitude)":"-54.16","collection date":"2014-06-21","environment (biome)":"costal lagoon periodicay coneccted to the Atlantic Ocean","environment (feature)":"ENVO:00002042","environment (material)":"ENVO:00002042","environmental package":"water","salinity":"14.3","geographic location (latitude)":"-34.37","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD149,Laguna Rocha Norte","event date/time":"2014-06-21T11:40:00+00","event_device":"Acid rinsed plastic Carboys","latitude end":"-34.37","latitude start":"-34.37","longitude end":"-54.16","longitude start":"-54.16","sample_title":"OSD149_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Zodiac, carboys","sampling_objective":"Participate at OSD june 2014"}	36646	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667517	
237	Coordinates are located on land			MGYA00594017	NPL022	Participation at OSD june 2014	South Atlantic Ocean	2014-06-21	0	0	-34.42	-54.16	{"temperature":"11.67","project name":"Micro B3","geographic location (longitude)":"-54.16","collection date":"2014-06-21","environment (biome)":"ENVO:00000447","environment (feature)":"ENVO:00002042","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"32.86","geographic location (latitude)":"-34.42","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD151,South Atlantic Microbial Observatory","event date/time":"2014-06-21T11:30:00+00","event_device":"Acid rinsed plastic Carboys","latitude end":"-34.42","latitude start":"-34.42","longitude end":"-54.16","longitude start":"-54.16","sample_title":"OSD151_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Zodiac, carboys","sampling_objective":"Participation at OSD june 2014"}	11813	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667514	
238	Coordinates are located on land			MGYA00594018	NPL022	Participation at OSD june 2014	South Atlantic Ocean	2014-06-21	0	0	-34.42	-54.16	{"temperature":"11.67","project name":"Micro B3","geographic location (longitude)":"-54.16","collection date":"2014-06-21","environment (biome)":"ENVO:00000447","environment (feature)":"ENVO:00002042","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"32.86","geographic location (latitude)":"-34.42","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD151,South Atlantic Microbial Observatory","event date/time":"2014-06-21T11:30:00+00","event_device":"Acid rinsed plastic Carboys","latitude end":"-34.42","latitude start":"-34.42","longitude end":"-54.16","longitude start":"-54.16","sample_title":"OSD151_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Zodiac, carboys","sampling_objective":"Participation at OSD june 2014"}	212	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667514	
254	Coordinates are located on land	Depth value (0.5) is greater than the value found in the bathymetry raster (depth=-213.0, margin=150)	Depth value (0.5) is greater than the value found in the bathymetry raster (depth=-213.0, margin=150)	MGYA00594034	NPL022	A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.	Mediterranean Sea - Western Basin	2014-06-21	0.5	0.5	43.4326	2.8997	{"temperature":"17.88","project name":"Micro B3","geographic location (longitude)":"2.89966","collection date":"2014-06-21","environment (biome)":"ENVO:01000023","environment (feature)":"ENVO:01000080","environment (material)":"ENVO:00002223","environmental package":"water","salinity":"35.05","geographic location (latitude)":"43.43255","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD166,Armintza","event date/time":"2014-06-21T10:48:00+00","event_device":"5 L Bucket","latitude end":"43.43287","latitude start":"43.43255","longitude end":"2.90056","longitude start":"2.89966","sample_title":"OSD166_2014-06-21_0.5m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Commercial vessel , Crusoe Tresure underwater cellar","sampling_objective":"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years."}	26515	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667495	
260	Coordinates are located on land	Depth value (0.1) is greater than the value found in the bathymetry raster (depth=-5131.0, margin=150)	Depth value (0.1) is greater than the value found in the bathymetry raster (depth=-5131.0, margin=150)	MGYA00594040	NPL022	Prokaryote DNA sampling	unknown	2014-06-19	0.1	0.1	32.7524	79.8995	{"temperature":"31.3","project name":"Micro B3","geographic location (longitude)":"79.89954","collection date":"2014-06-19","environment (biome)":"ENVO:00000447","environment (feature)":"ENVO:00002042","environment (material)":"ENVO:00002010","environmental package":"water","salinity":"24.3","geographic location (latitude)":"32.7524","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD39,South Carolina 1 - Charleston Harbor","event date/time":"2014-06-19T13:00:00+00","event_device":"4L sterile bottles","latitude end":"32.75240","latitude start":"32.75240","longitude end":"-79.89954","longitude start":"-79.89954","sample_title":"OSD39_2014-06-19_0.1m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"waded from shore","sampling_objective":"Prokaryote DNA sampling"}	13030	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667628	
265	Coordinates are located on land			MGYA00594045	NPL022	.	Adriatic Sea	2014-06-21	0	0	45.502	12.4176	{"temperature":"25.3","project name":"Micro B3","geographic location (longitude)":"12.4176","collection date":"2014-06-21","environment (biome)":"ENVO:00000038, &quot;LAGOON&quot;","environment (feature)":"ENVO:00002042, &quot;SURFACE WATER&quot;","environment (material)":"ENVO:00002019, &quot;BRACKISH WATER&quot;","environmental package":"water","salinity":"27.42","geographic location (latitude)":"45.502","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD47,Venice Lagoon","event date/time":"2014-06-21T13:56:00+00","event_device":"10 L bottle","latitude end":"45.502","latitude start":"45.502","longitude end":"12.4176","longitude start":"12.4176","sample_title":"OSD47_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"UNIPD Boat","sampling_objective":"OSD 2014"}	40043	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667621	
284	Coordinates are located on land			MGYA00594064	NPL022	OSD samplig	Adriatic Sea	2014-06-21	0	0	45.4568	12.2605	{"temperature":"25.7","project name":"Micro B3","geographic location (longitude)":"12.2605","collection date":"2014-06-21","environment (biome)":"ENVO:00000038, &quot;LAGOON&quot;","environment (feature)":"ENVO:00002042, &quot;SURFACE WATER&quot;","environment (material)":"ENVO:00002019, &quot;BRACKISH WATER&quot;","environmental package":"water","salinity":"29.41","geographic location (latitude)":"45.4568","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD69,Venice - Marghera","event date/time":"2014-06-21T16:08:00+00","event_device":"10 L bottle","latitude end":"45.4568","latitude start":"45.4568","longitude end":"12.2605","longitude start":"12.2605","sample_title":"OSD69_2014-06-21_0m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"UNIPD Boat","sampling_objective":"OSD samplig"}	42409	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667594	
304	Coordinates are located on land			MGYA00594084	NPL022	Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece	Ionian Sea	2014-06-21	2	2	38.4844	21.3169	{"temperature":"26.29","project name":"Micro B3","geographic location (longitude)":"21.31689","collection date":"2014-06-21","environment (biome)":"ENVO:01000252 &quot;freshwater lake biome&quot;","environment (feature)":"ENVO:00002042 &quot;surface water&quot;","environment (material)":"ENVO:00000021 &quot;freshwater lake&quot;","environmental package":"water","salinity":"15.09","geographic location (latitude)":"38.48435","NCBI sample classification":"408172","instrument model":"Illumina MiSeq","ENA checklist":"ERC000027","sampling site":"OSD90,Etoliko lagoon","event date/time":"2014-06-21T10:00:00+00","event_device":"5L Niskin Bottle","latitude end":"38.48435","latitude start":"38.48435","longitude end":"21.31689","longitude start":"21.31689","sample_title":"OSD90_2014-06-21_2m_NPL022","sampling campaign":"OSD-Jun-2014","sampling platform":"Research Vessel","sampling_objective":"Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece"}	57641	DNA sequence reads	https://www.ebi.ac.uk/metagenomics/samples/ERS667577	
